CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_qt7,NDVI_jnb7,NL_std6,POP_qt7,GDP_qt4,DTW_std6,DTG_std6,DTH_qt7,DTC_qt7
175.54,4,1,3,2,2,4,1,1,0,5,4,6,1
175.54,4,2,3,2,2,3,1,2,0,3,3,6,0
175.54,5,6,3,2,0,2,1,0,1,1,3,4,5
220.15,4,3,3,2,2,4,1,0,1,4,3,5,1
264.75,3,2,3,2,2,5,1,1,1,3,2,5,1
175.54,4,2,3,2,2,3,1,0,0,2,4,5,1
175.54,4,1,3,2,2,3,1,0,0,2,4,3,5
220.15,3,5,3,3,3,5,1,3,1,3,2,0,3
175.54,4,1,3,3,2,4,1,1,0,5,4,6,3
175.54,5,3,3,2,1,3,1,1,1,3,3,6,4
87.86,4,0,3,2,2,4,1,1,0,2,3,5,2
175.54,6,4,3,1,0,1,1,0,1,2,3,5,6
175.54,4,3,4,2,1,3,1,1,1,3,4,4,3
175.54,4,2,3,2,1,3,1,0,0,2,4,1,6
175.54,4,3,3,2,2,3,1,0,0,3,4,6,4
175.54,4,5,3,2,1,4,1,2,1,3,3,6,5
175.54,5,2,3,2,1,3,1,0,0,3,2,6,6
175.54,4,1,3,2,2,3,1,0,0,2,2,6,4
175.54,3,5,3,3,2,4,1,3,1,3,1,1,2
163.15,4,1,3,2,1,3,1,0,1,3,4,3,5
175.54,4,0,3,2,2,4,1,0,0,2,4,3,6
175.54,4,2,3,2,2,0,1,0,1,4,3,6,4
175.54,4,0,3,2,2,0,1,0,1,2,4,6,4
175.54,5,3,3,2,0,3,1,3,1,3,4,4,6
264.75,3,5,3,3,1,5,1,1,1,3,3,6,1
175.54,5,2,3,2,1,3,1,0,1,2,3,6,4
175.54,4,6,3,2,0,4,1,0,1,2,2,1,6
175.54,4,2,3,2,2,3,1,0,0,3,2,6,4
175.54,6,3,4,1,0,1,1,1,1,1,2,3,6
264.75,3,4,3,3,2,5,1,2,1,3,4,3,5
175.54,4,1,3,2,2,3,1,2,0,3,3,5,1
175.54,3,4,3,3,3,3,1,4,1,4,2,0,0
197.84,4,2,3,2,2,3,1,1,1,5,4,6,2
175.54,4,0,3,2,2,3,1,0,0,2,4,6,1
175.54,5,4,4,1,0,1,1,2,1,2,3,6,5
175.54,6,6,4,2,0,1,1,0,1,2,3,4,3
197.84,4,2,3,3,2,3,1,3,0,5,4,6,0
264.75,3,6,3,2,1,4,1,1,1,2,3,6,4
264.75,3,6,3,3,2,6,1,2,1,2,3,5,4
175.54,4,4,3,2,1,3,1,2,0,5,3,6,2
125.97,4,0,3,2,2,4,1,2,0,2,2,3,6
242.45,3,5,3,3,2,5,1,3,1,3,3,1,4
175.54,4,2,3,2,2,3,1,3,0,2,2,6,0
175.54,4,4,3,2,2,3,1,0,0,4,2,6,5
175.54,5,5,3,2,1,3,1,0,1,2,3,1,5
197.84,4,6,3,2,0,5,1,2,1,2,3,2,4
175.54,4,4,3,2,1,3,1,2,1,5,2,2,5
197.84,5,4,3,2,2,4,1,2,1,4,3,6,4
197.84,4,2,3,2,2,3,1,1,1,6,4,6,1
175.54,4,6,3,2,0,3,1,4,1,2,3,1,5
175.54,4,4,3,2,2,3,1,2,0,3,3,6,4
125.97,4,0,3,2,2,3,1,0,0,3,3,6,4
125.97,4,0,3,2,2,3,1,0,0,2,4,6,3
175.54,4,3,3,3,3,0,1,0,0,3,3,6,4
175.54,4,1,3,2,2,3,1,2,0,3,1,6,4
175.54,4,6,4,2,0,4,1,2,1,2,3,5,4
150.76,4,0,3,2,2,4,1,0,0,2,4,6,1
175.54,5,1,3,1,0,1,1,0,1,2,3,5,6
175.54,4,0,3,2,2,3,1,4,1,2,1,6,1
150.76,4,1,3,2,1,3,1,1,0,2,3,6,0
175.54,5,2,4,2,0,2,1,0,1,2,2,4,5
242.45,4,5,3,2,0,5,1,0,1,4,3,3,4
242.45,4,2,3,2,2,5,1,2,1,3,2,1,2
220.15,4,1,3,2,1,3,1,0,1,4,3,4,4
175.54,4,1,3,2,2,4,1,3,0,2,2,6,2
175.54,3,6,3,2,0,5,1,0,1,2,3,5,6
264.75,3,4,3,2,1,5,1,1,1,4,3,6,4
175.54,4,0,3,2,2,3,1,0,0,1,3,4,6
125.97,4,0,3,2,2,3,1,2,0,2,3,6,3
264.75,3,3,3,2,1,5,1,3,1,4,2,1,2
175.54,4,4,3,2,1,4,1,1,1,3,3,5,2
175.54,4,4,3,2,1,3,1,2,0,3,3,6,4
175.54,4,2,3,2,1,3,1,0,1,3,3,1,2
242.45,4,3,3,2,2,3,1,2,0,6,2,6,0
175.54,4,3,3,2,2,3,1,1,0,6,3,6,4
175.54,4,0,3,2,2,3,1,3,0,2,1,6,3
175.54,4,2,3,2,1,3,1,0,0,2,3,3,6
125.97,4,0,3,2,2,3,1,1,0,2,3,6,2
264.75,5,3,3,1,0,2,1,0,0,2,3,6,6
175.54,4,2,3,2,1,2,1,0,0,2,2,6,6
175.54,4,2,3,2,2,3,1,3,0,4,3,6,1
220.15,3,5,3,3,1,5,1,2,1,4,2,5,2
175.54,4,3,3,2,2,3,1,1,0,6,3,6,3
242.45,4,4,3,2,1,3,1,1,1,3,4,3,6
264.75,3,5,3,3,1,5,1,0,1,3,3,2,3
175.54,4,2,3,2,1,3,1,1,1,1,4,0,5
175.54,5,1,3,2,1,3,1,1,1,2,4,1,5
175.54,4,2,3,2,2,3,1,3,0,5,3,6,0
175.54,4,1,3,2,2,0,1,1,0,4,3,6,5
175.54,5,4,3,2,1,2,1,0,0,3,3,6,5
175.54,4,2,3,2,2,3,1,0,1,4,3,6,4
125.97,4,0,3,2,2,4,1,3,0,2,3,2,6
175.54,4,1,3,2,2,4,1,0,0,2,3,6,3
175.54,4,3,3,2,2,3,1,1,0,5,3,6,5
175.54,3,3,3,2,1,5,1,3,1,2,3,1,5
138.36,4,0,3,2,2,3,1,0,0,2,3,3,0
175.54,4,2,3,2,2,3,1,2,0,6,2,6,1
242.45,4,4,3,2,2,4,1,1,1,4,4,4,6
264.75,4,2,3,2,0,5,1,2,1,5,2,3,2
175.54,4,0,3,2,2,2,2,6,1,1,1,6,0
175.54,4,2,3,2,2,3,1,3,0,4,3,6,0
175.54,3,5,3,2,0,4,1,0,1,2,3,4,6
220.15,3,5,3,2,1,5,1,3,1,4,2,4,1
175.54,4,1,3,2,2,3,1,0,0,3,3,5,3
175.54,4,3,3,2,2,4,1,0,1,4,3,6,1
175.54,4,2,3,2,1,3,1,0,1,3,3,4,3
175.54,4,5,3,2,0,3,1,0,1,4,3,3,4
175.54,4,5,3,2,1,4,1,2,1,2,2,4,5
175.54,4,6,3,2,0,2,1,0,1,3,3,4,4
175.54,4,2,3,2,2,4,1,0,0,3,4,6,4
197.84,5,3,3,2,1,3,1,0,1,3,3,2,4
175.54,4,2,3,2,2,3,1,0,0,4,3,6,4
175.54,4,3,3,2,2,3,1,2,0,5,3,6,4
175.54,5,3,3,2,1,2,1,1,1,2,3,6,3
175.54,5,2,3,2,0,2,1,1,1,1,3,6,4
175.54,4,1,3,2,1,3,1,1,1,2,4,2,6
264.75,3,5,3,2,1,4,1,2,1,4,2,0,4
264.75,3,5,3,3,1,5,1,3,1,3,2,5,1
175.54,4,2,3,2,2,3,1,0,0,2,4,6,5
175.54,3,4,3,3,2,4,1,5,1,3,1,1,2
242.45,3,6,3,3,3,6,1,2,1,3,3,5,4
220.15,4,3,3,3,3,3,1,2,0,5,2,6,3
138.36,4,1,3,2,2,3,1,3,0,2,2,6,2
264.75,5,4,3,2,0,3,1,0,0,2,3,5,5
175.54,4,6,3,2,0,4,1,0,1,2,3,4,6
175.54,4,2,3,2,1,3,1,1,1,2,3,1,6
175.54,4,2,3,2,2,3,1,2,0,3,2,6,4
264.75,4,2,3,2,2,4,1,1,0,4,3,6,3
175.54,4,0,3,2,2,4,1,0,0,3,3,5,5
175.54,4,6,4,2,0,3,1,2,1,3,3,5,5
175.54,4,6,3,2,0,2,1,3,1,2,3,2,5
175.54,4,0,3,3,2,0,1,0,1,2,4,6,5
220.15,4,3,3,2,1,3,1,0,0,4,2,6,6
175.54,4,1,3,2,2,3,1,4,0,2,2,6,2
264.75,5,3,3,2,1,3,1,0,0,3,2,6,5
175.54,5,3,3,2,1,3,1,0,1,4,3,2,5
175.54,4,4,3,2,0,4,1,1,1,2,2,4,5
175.54,4,3,3,2,1,3,1,0,1,4,4,3,6
175.54,4,6,3,2,0,3,1,3,1,4,4,4,6
175.54,3,6,3,3,1,4,1,1,1,3,2,1,3
173.06,4,1,3,2,1,3,1,4,0,2,3,6,1
175.54,4,2,3,2,2,3,1,2,0,6,2,6,3
175.54,4,0,3,2,2,3,1,2,0,2,3,6,3
175.54,4,2,3,2,1,3,1,0,0,3,2,6,5
175.54,4,1,3,2,2,4,1,0,1,4,3,5,0
175.54,4,2,3,2,2,3,1,0,0,3,3,6,5
175.54,4,2,3,2,2,3,1,0,0,5,3,6,5
175.54,4,0,3,2,2,3,1,0,0,2,3,6,0
175.54,4,3,3,2,2,3,1,2,0,2,2,6,3
175.54,4,1,3,2,2,3,1,3,0,2,3,6,1
264.75,4,3,3,2,1,3,1,0,1,4,2,4,3
175.54,4,2,3,2,1,3,1,0,1,4,3,6,5
175.54,4,4,3,2,1,3,1,1,1,5,2,4,4
175.54,5,2,3,2,1,4,1,2,1,2,1,3,3
175.54,4,1,3,2,1,3,1,0,0,2,2,6,3
175.54,4,3,3,2,2,3,1,2,0,6,3,6,2
175.54,4,0,3,2,1,3,1,0,1,1,3,4,6
175.54,4,3,3,2,1,4,1,1,1,3,3,4,6
175.54,5,4,3,1,0,1,1,0,1,2,3,4,6
242.45,4,5,3,2,2,3,1,2,1,2,3,6,5
175.54,4,4,3,2,1,3,1,0,1,5,2,3,4
175.54,4,2,3,2,2,3,1,0,1,3,3,5,4
175.54,4,3,3,2,1,3,1,0,0,3,4,3,4
175.54,5,2,3,2,1,3,1,2,1,4,3,6,5
175.54,5,1,3,2,1,3,1,0,0,4,3,6,5
125.97,4,0,3,2,2,3,1,0,0,3,2,6,6
264.75,3,6,3,3,2,6,1,1,1,3,2,4,5
125.97,4,3,3,2,1,3,1,0,0,3,3,5,4
175.54,4,3,3,2,1,5,1,1,1,4,2,1,4
175.54,5,2,3,2,1,3,1,0,0,4,3,6,3
175.54,4,3,3,2,2,3,1,3,0,2,2,6,1
175.54,4,2,3,2,2,3,1,0,1,4,3,5,2
138.36,4,1,3,2,1,3,1,2,0,2,4,5,2
175.54,4,2,3,2,2,4,1,0,0,2,2,6,2
264.75,3,3,3,3,2,3,1,3,1,3,2,0,2
220.15,4,3,3,2,2,4,1,0,1,4,3,5,3
175.54,4,1,3,2,2,3,1,1,0,3,3,6,5
175.54,4,3,3,2,1,3,1,0,1,3,3,1,3
175.54,5,4,3,2,0,1,1,0,1,2,3,5,5
175.54,4,2,3,2,2,3,1,3,0,3,3,6,1
175.54,4,2,3,2,1,3,1,1,1,2,3,2,6
220.15,4,4,3,2,2,4,1,1,1,3,2,2,1
175.54,4,2,3,2,1,3,1,1,1,3,3,1,4
175.54,4,0,3,2,2,3,1,0,0,3,3,6,4
175.54,5,6,3,2,0,3,1,2,1,2,3,3,6
175.54,4,2,3,2,1,3,1,2,0,3,3,6,2
138.36,4,0,3,2,2,3,1,0,0,2,4,6,4
175.54,4,5,3,2,1,4,1,3,1,3,4,3,6
175.54,4,2,3,2,2,3,1,4,0,1,3,6,1
175.54,4,6,3,2,0,3,1,0,1,2,3,5,6
175.54,4,2,3,2,2,3,1,3,0,6,2,6,2
175.54,4,0,3,2,2,3,1,0,0,2,4,5,1
175.54,4,2,3,2,2,3,1,3,0,6,2,6,2
175.54,4,2,3,2,2,3,1,0,1,3,3,5,4
175.54,4,2,3,2,1,3,1,0,0,2,4,5,4
175.54,4,2,3,2,1,3,1,0,1,3,3,1,1
264.75,4,3,3,2,2,3,1,0,0,5,2,6,5
175.54,4,1,3,2,1,3,1,0,0,3,3,6,2
175.54,4,2,3,2,2,3,1,0,0,2,3,6,4
264.75,4,2,3,2,1,3,1,0,0,3,4,6,3
197.84,4,3,3,2,2,3,1,2,0,2,2,6,3
264.75,5,4,3,2,1,3,1,2,0,6,2,6,2
150.75,4,0,3,2,2,3,1,3,0,2,3,6,1
175.54,4,3,3,2,1,3,1,0,1,2,4,4,5
220.15,4,5,3,2,1,3,1,0,1,4,4,4,6
170.26,4,0,3,2,2,3,1,2,0,1,4,6,2
131.7,4,1,3,2,1,3,1,2,1,1,3,0,6
125.97,4,0,3,2,2,3,1,0,0,2,2,5,5
175.54,4,6,3,2,0,3,1,0,1,2,3,4,6
175.54,4,2,3,2,1,3,1,0,1,2,4,2,5
175.54,4,1,3,2,1,3,1,3,0,2,3,5,2
175.54,5,5,3,2,1,3,1,2,0,6,2,6,4
175.54,4,1,3,2,2,3,1,2,0,3,3,6,3
175.54,4,2,3,2,1,3,1,0,0,5,3,6,6
175.54,4,0,3,2,2,3,1,4,0,2,3,5,1
175.54,4,3,3,2,1,3,1,1,1,2,3,2,6
197.84,4,4,3,2,1,5,1,0,1,4,3,1,6
175.54,4,0,3,2,2,3,1,0,0,2,3,5,6
175.54,4,1,3,2,2,3,1,0,1,2,3,5,6
175.54,5,2,3,2,0,3,1,1,1,4,4,4,6
175.54,4,5,3,2,1,3,1,3,1,3,4,3,6
150.76,4,0,3,2,2,3,1,0,0,2,4,6,2
220.15,4,5,3,2,1,3,1,2,1,4,4,5,6
175.54,5,3,3,2,1,3,1,3,1,4,4,5,6
264.75,3,5,3,2,1,5,1,1,1,3,3,3,6
175.54,4,5,3,2,1,4,1,3,1,3,4,3,6
163.15,4,1,3,2,2,3,1,0,0,3,3,5,5
87.86,4,0,3,2,2,3,1,2,1,1,3,0,6
175.54,4,0,3,2,2,3,1,1,0,1,2,4,6
125.97,4,0,3,2,2,3,1,1,0,2,5,6,3
175.54,4,0,3,2,2,3,1,0,0,1,3,5,6
175.54,4,1,3,2,2,3,1,0,0,2,4,6,4
164.78,1,2,5,5,4,5,1,4,3,2,2,1,1
172.85,1,3,4,4,4,5,1,5,2,2,3,4,0
175.54,2,5,4,4,3,5,1,4,3,2,1,1,3
264.75,3,6,3,3,2,6,1,0,1,2,3,2,5
164.78,1,1,4,5,4,4,1,5,3,2,2,1,2
264.75,2,6,3,4,3,5,1,3,1,3,2,2,4
264.75,2,6,4,4,6,3,1,3,2,2,2,3,4
214.76,2,5,4,4,3,5,1,4,3,2,2,1,3
164.78,1,2,4,4,5,5,1,5,2,2,3,0,1
189.77,1,1,4,5,4,4,1,5,2,2,2,3,2
197.84,2,6,3,3,6,6,1,4,1,1,3,4,0
264.75,2,6,4,4,3,4,1,3,2,2,2,2,4
264.75,2,3,4,4,3,5,1,4,3,4,3,4,1
214.77,2,5,4,4,6,5,1,4,1,5,2,5,1
175.54,3,5,3,3,3,5,1,3,1,4,3,0,5
264.75,2,2,4,4,4,6,1,6,2,3,2,4,3
167.47,2,2,4,4,3,6,1,4,2,3,2,4,3
264.75,2,4,4,4,5,5,1,5,2,2,2,2,2
164.78,1,1,4,4,5,4,1,5,3,2,3,0,1
164.78,1,3,5,5,4,4,1,5,2,2,3,0,2
164.78,0,2,4,5,5,4,1,4,2,1,3,3,1
123.63,1,0,4,5,4,4,1,5,3,2,1,0,0
264.75,2,6,4,4,5,6,1,2,2,4,3,4,5
164.78,1,5,4,4,6,6,1,4,1,4,3,4,0
264.75,2,3,4,4,4,5,1,3,3,3,3,4,4
175.54,3,6,3,3,2,5,1,3,1,2,3,5,2
164.78,1,4,5,5,4,5,1,6,2,3,3,2,3
264.75,2,5,4,4,6,4,1,3,2,2,2,2,1
164.78,1,1,4,4,5,4,1,6,2,1,2,0,0
164.78,1,2,4,4,4,5,1,5,2,4,2,4,0
172.85,1,3,3,4,5,5,1,4,1,5,2,2,1
264.75,2,4,3,3,5,6,1,3,1,4,2,4,3
264.75,1,2,4,5,5,4,4,6,2,2,2,1,0
220.15,1,3,4,4,5,4,2,6,2,1,2,0,0
170.16,1,1,4,4,5,4,1,4,2,2,3,2,1
164.78,0,2,5,5,4,5,1,6,3,2,2,2,2
164.78,0,1,5,5,5,4,1,5,3,2,2,2,1
164.78,1,0,4,5,4,3,1,6,3,1,1,1,1
175.54,1,4,4,4,5,4,1,4,3,2,2,0,3
175.54,3,3,3,3,2,5,1,2,1,4,2,1,1
164.78,1,4,4,4,5,4,1,2,3,2,2,2,0
239.76,2,4,3,4,5,6,1,4,1,3,2,4,1
264.75,1,3,5,5,4,5,1,5,2,2,3,1,0
220.15,2,3,3,4,5,5,1,4,1,3,2,3,2
175.54,2,6,2,3,4,4,1,4,1,2,1,0,1
264.75,2,3,4,4,4,4,1,3,2,2,2,2,3
164.78,1,0,5,5,5,4,1,5,2,2,2,0,1
264.75,2,4,4,4,4,5,1,4,2,2,2,0,2
189.77,1,1,4,5,5,4,1,5,3,2,1,1,2
197.84,2,5,4,4,6,6,1,4,1,5,3,5,4
264.75,2,6,4,4,5,6,1,2,1,4,3,6,6
175.54,2,5,3,4,3,5,1,4,2,2,2,4,2
264.75,3,1,3,3,3,0,1,3,1,5,2,2,3
264.75,2,3,4,4,3,5,1,3,3,2,3,1,3
264.75,2,2,4,4,3,6,1,2,3,2,1,1,2
175.54,3,5,4,3,3,6,1,0,2,5,3,6,5
264.75,3,6,3,3,2,6,1,3,1,3,2,1,2
175.54,1,5,4,4,4,5,1,4,2,4,2,4,0
189.77,2,2,4,4,3,5,1,4,1,2,2,1,5
164.78,2,5,4,4,5,5,1,4,2,2,3,1,5
264.75,3,2,3,3,1,0,1,0,1,4,3,3,5
264.75,2,6,4,4,6,6,1,4,1,4,4,6,5
175.54,2,6,4,4,5,6,1,3,1,3,2,4,4
164.78,0,1,5,5,5,5,1,6,3,2,2,2,1
164.78,2,2,4,4,4,5,1,5,2,4,2,4,1
239.76,2,3,4,4,4,5,1,4,3,2,1,3,1
189.77,1,1,4,4,4,5,1,4,2,3,3,4,2
164.78,1,2,5,5,4,2,3,6,3,1,2,2,3
197.84,2,6,4,4,4,4,1,4,2,2,3,0,5
164.78,1,4,5,5,4,5,1,4,2,2,1,3,0
264.75,2,2,4,4,5,4,1,4,3,2,2,3,3
264.75,2,6,4,4,4,4,1,3,3,2,3,4,3
264.75,1,4,4,4,4,5,1,4,3,2,2,1,1
164.78,1,2,4,4,5,5,1,4,2,2,2,1,0
175.54,3,6,3,3,1,5,1,0,1,3,3,1,5
164.78,1,1,4,4,4,5,1,5,2,3,3,4,2
189.77,1,1,4,4,4,4,1,4,3,1,2,2,0
264.75,1,3,4,4,4,4,1,4,2,2,2,2,0
264.75,2,5,4,4,6,6,1,4,2,2,3,3,1
214.77,2,3,4,4,6,6,1,3,2,3,3,3,4
264.75,1,2,4,5,4,4,1,6,2,2,2,2,0
239.76,2,5,4,4,4,5,1,4,3,2,1,1,3
264.75,2,4,4,4,4,6,1,4,1,5,2,5,4
189.77,1,4,4,4,6,5,1,4,2,3,2,1,0
189.77,1,2,4,4,5,4,1,5,3,3,3,4,1
167.47,1,2,4,4,5,4,1,4,3,2,1,2,1
0.0,0,0,4,4,4,0,1,4,2,1,1,0,0
172.85,1,4,4,4,5,5,1,4,3,2,1,1,1
264.75,2,4,4,4,6,5,1,4,3,2,2,2,0
197.84,1,5,4,4,4,6,1,4,2,2,2,2,3
175.54,2,5,3,4,5,5,1,5,2,5,2,0,2
264.75,2,5,3,3,3,6,1,2,1,4,2,4,4
128.2,1,0,4,5,4,3,3,6,3,2,1,0,0
175.54,3,6,3,3,2,6,1,3,1,5,3,0,6
264.75,2,3,3,4,4,6,1,3,1,2,2,5,3
264.75,2,5,4,4,3,5,1,3,2,2,2,2,2
264.75,1,2,4,4,4,5,1,3,2,5,1,3,3
175.54,1,0,4,5,4,4,1,5,3,2,1,0,0
239.76,1,3,4,4,3,4,1,4,3,2,2,3,3
264.75,2,6,4,4,3,5,1,3,3,4,3,4,2
164.78,1,1,4,5,5,4,1,5,3,2,2,1,3
264.75,2,4,4,3,6,6,1,3,2,4,3,5,5
164.78,1,1,4,5,4,4,1,5,3,1,2,2,1
164.78,1,5,4,4,4,6,1,5,3,3,3,3,0
164.78,1,2,4,4,5,3,4,5,2,1,3,0,4
164.78,2,4,4,4,5,5,1,4,1,2,2,2,4
189.77,1,1,4,5,5,5,1,4,2,3,3,4,1
125.97,4,5,4,2,0,0,1,0,1,5,2,3,6
172.85,1,3,4,4,5,5,1,4,3,2,2,1,1
264.75,2,6,4,4,6,6,1,4,2,2,2,1,3
189.77,2,4,4,4,4,5,1,4,2,3,3,0,4
164.78,1,3,5,5,5,3,1,6,2,2,3,2,0
264.75,2,3,4,4,6,6,1,3,2,2,2,2,3
239.76,1,5,4,4,6,5,1,4,1,2,2,0,0
264.75,2,5,4,4,5,6,1,3,2,3,3,3,4
175.54,1,3,4,4,5,5,1,5,2,2,3,4,1
175.54,1,1,4,4,5,5,1,5,3,2,3,0,1
164.78,1,0,5,4,4,5,1,6,2,2,3,5,1
264.75,1,2,4,4,5,5,1,4,3,2,2,3,3
264.75,2,4,4,4,3,6,1,3,2,3,2,2,2
264.75,2,2,3,4,3,6,1,4,1,3,1,2,2
264.75,2,4,4,4,5,6,1,3,2,3,3,4,4
262.47,3,6,3,3,3,6,1,0,0,5,3,5,5
189.77,2,4,4,4,3,6,1,3,2,2,2,2,5
264.75,2,5,4,4,3,5,1,4,2,3,2,2,4
172.85,2,4,3,4,3,5,1,4,2,5,2,3,3
170.16,2,5,4,4,4,5,1,4,2,4,3,3,0
164.78,1,1,5,5,4,5,1,5,2,2,2,4,3
214.77,2,6,4,4,5,3,1,4,3,2,2,3,2
175.54,2,2,4,4,3,5,1,4,3,3,2,4,2
164.78,1,1,4,5,4,4,1,5,3,1,2,2,2
164.78,1,1,4,5,4,5,1,5,2,2,2,5,1
175.54,2,6,3,4,5,5,1,4,1,4,2,4,2
164.78,2,1,4,4,3,5,1,4,3,3,2,4,2
264.75,1,3,4,4,4,5,1,6,3,2,2,0,2
264.75,2,6,4,4,5,6,1,3,2,4,3,5,4
264.75,1,1,4,4,4,5,1,5,2,2,2,0,0
164.78,1,1,5,5,4,4,1,5,2,2,1,2,2
164.78,1,2,4,5,5,4,1,4,2,2,2,4,0
264.75,2,4,3,4,6,5,1,4,1,3,3,5,4
164.78,1,2,4,5,5,4,1,4,2,2,1,1,2
175.54,3,5,4,3,3,5,1,0,1,2,2,4,3
175.54,3,2,3,2,1,0,1,0,1,5,2,3,5
175.54,1,2,4,4,5,5,1,4,3,2,1,0,2
175.54,4,6,3,2,0,2,1,0,1,3,3,2,5
164.78,1,2,4,4,4,4,1,5,3,2,2,1,1
167.47,1,4,3,4,4,5,1,5,2,2,2,1,4
164.78,1,2,5,5,4,5,1,5,2,2,2,1,1
164.78,1,0,4,4,5,4,1,5,3,1,3,3,1
214.77,1,4,4,4,3,5,1,3,2,2,2,2,3
264.75,2,4,4,4,3,5,1,4,2,2,2,5,0
214.77,1,2,4,4,5,5,1,5,2,2,2,4,3
239.76,1,3,4,4,5,5,1,4,2,3,2,2,1
189.77,1,5,5,4,3,4,1,5,2,2,2,1,1
164.78,2,6,4,4,3,6,1,4,2,2,2,3,3
264.75,2,3,4,4,6,5,1,4,2,2,2,3,4
172.85,1,1,4,4,4,5,1,4,3,2,2,1,2
175.54,2,3,4,4,4,5,1,4,2,5,2,4,1
164.78,1,1,4,5,5,4,1,4,2,2,2,2,3
164.78,1,0,4,4,5,4,1,5,3,2,3,2,1
264.75,2,3,3,4,3,0,1,3,2,2,3,3,4
170.16,2,5,4,4,3,6,1,4,2,2,2,4,1
164.78,1,1,4,4,4,5,1,4,2,2,2,1,1
264.75,2,2,4,4,6,6,1,2,2,4,3,4,5
264.75,3,6,3,3,2,6,1,2,1,3,2,3,4
164.78,1,0,4,5,5,3,1,5,3,1,1,0,1
214.77,1,0,4,5,5,3,1,5,3,2,1,0,3
214.76,2,5,4,4,6,5,1,4,1,4,2,5,3
264.75,1,3,4,4,4,6,1,4,2,3,2,2,2
239.76,1,1,5,5,4,4,1,5,2,2,2,0,2
264.75,3,4,4,3,3,5,1,2,1,3,2,2,4
172.85,1,1,4,4,4,5,1,4,3,2,2,1,2
167.47,1,4,4,4,5,4,1,4,2,3,2,0,2
264.75,3,6,3,3,2,6,1,0,1,5,3,2,6
0.0,0,0,3,4,3,0,1,3,2,1,1,0,0
192.46,1,1,4,4,5,5,1,6,3,2,1,0,1
242.45,2,3,4,4,3,5,1,4,3,2,2,2,4
220.15,3,6,3,3,3,5,1,2,1,3,1,2,1
164.78,1,1,4,5,4,5,1,5,2,2,2,3,1
0.0,0,0,3,4,3,0,1,5,2,1,1,0,0
264.75,2,4,3,4,3,6,1,4,1,5,2,3,1
264.75,1,4,4,4,5,4,1,5,3,1,2,0,0
164.78,1,4,5,5,5,4,1,6,3,1,1,2,0
164.78,1,4,5,5,4,4,1,5,3,1,3,1,2
239.76,1,5,4,4,3,6,1,6,2,2,2,3,2
175.54,3,5,4,3,4,6,1,0,2,5,3,5,5
175.54,2,4,4,4,3,5,1,4,3,2,3,3,1
164.78,1,1,4,5,4,3,1,5,3,2,2,1,1
264.75,2,4,4,4,3,5,1,5,2,2,2,1,2
164.78,1,5,4,4,3,5,1,4,3,2,1,1,2
239.76,2,3,4,4,3,5,1,4,2,3,2,4,3
164.78,1,1,4,4,5,5,1,5,2,2,2,1,2
214.77,0,3,5,5,4,4,1,6,2,2,1,0,0
164.78,1,4,4,4,6,4,1,5,3,1,1,1,0
264.75,2,6,4,4,6,5,1,4,1,1,1,1,0
264.75,2,4,4,4,6,4,1,3,2,2,2,4,2
175.54,2,6,3,4,6,6,1,3,1,3,2,0,5
264.75,2,6,4,4,3,5,1,4,2,2,2,0,3
164.78,1,1,5,5,4,5,1,4,2,2,3,4,2
264.75,1,3,4,4,5,5,1,4,2,3,3,3,2
175.54,2,6,4,4,3,5,1,5,2,5,2,3,2
264.75,1,5,4,4,4,5,1,4,2,3,2,3,0
264.75,1,2,4,4,4,4,1,4,2,2,3,2,1
164.78,1,0,4,5,4,4,1,6,3,2,2,0,3
175.54,4,5,3,2,0,4,1,2,1,2,2,4,4
264.75,2,6,4,4,3,5,1,3,2,2,2,1,2
189.77,1,2,4,4,4,5,1,4,2,4,3,0,3
189.77,2,6,3,4,3,5,1,4,2,2,2,1,4
175.54,2,2,4,4,5,5,1,4,2,2,2,2,3
175.54,2,2,4,4,3,5,1,4,2,4,2,2,3
175.54,3,6,3,3,2,6,1,0,1,4,2,3,6
172.85,1,5,4,4,5,5,1,5,2,2,2,0,4
192.46,1,2,4,4,4,5,1,4,3,2,3,1,1
164.78,1,3,5,5,3,5,1,5,2,2,2,4,2
164.78,1,1,4,4,4,5,1,4,3,2,3,2,1
264.75,2,4,3,4,3,6,1,4,1,4,3,1,3
264.75,2,3,3,4,4,6,1,4,1,3,2,3,4
170.16,1,5,3,4,5,5,1,4,2,4,2,0,2
264.75,2,6,4,4,4,6,1,3,1,2,2,2,5
172.85,1,3,4,4,5,4,1,4,3,2,2,2,0
169.18,2,2,3,4,4,4,1,4,2,2,2,4,2
175.54,3,5,3,3,1,6,1,0,1,2,3,4,3
175.54,1,2,4,4,5,4,1,6,3,1,1,1,0
175.54,2,5,3,4,3,6,1,2,2,3,3,3,4
197.84,3,5,2,3,3,4,1,3,1,3,2,1,3
189.77,1,3,5,5,4,5,1,5,2,2,2,1,1
132.47,0,4,4,5,5,3,1,5,3,1,3,4,1
264.75,1,1,4,5,5,4,1,5,2,1,2,3,1
214.77,1,2,4,4,4,5,1,5,2,2,2,0,2
264.75,2,6,4,4,3,5,1,4,2,2,2,2,2
164.78,1,0,4,5,5,4,1,6,3,2,2,2,0
