CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_jnb7,NDVI_qt7,NL_std6,POP_qt7,GDP_qt7,DTW_std6,DTG_std7,DTH_std6,DTC_qt7
164.78,2,6,5,4,4,6,1,4,4,2,2,2,3
264.75,2,3,4,4,5,6,1,4,5,2,2,2,4
172.85,1,1,5,4,5,4,1,5,5,2,2,2,2
173.75,2,3,4,4,5,5,1,4,3,5,2,2,1
164.78,1,1,5,5,5,5,1,4,5,2,2,2,3
164.78,1,0,4,5,5,3,1,5,6,2,2,2,1
264.75,2,3,3,4,4,0,1,3,3,2,2,2,4
170.16,2,5,4,4,4,6,1,3,5,2,2,3,1
164.78,1,1,5,4,5,5,1,5,5,2,2,2,1
264.75,2,2,4,4,6,6,1,2,3,4,2,3,5
264.75,3,6,3,3,3,6,1,2,3,3,2,2,4
164.78,1,0,5,5,5,2,1,6,5,1,1,2,1
214.77,1,0,4,5,5,2,1,5,6,2,1,2,3
214.76,2,5,4,4,6,5,1,4,3,4,2,3,3
264.75,1,3,5,5,5,6,1,4,4,3,2,2,2
189.77,1,1,5,5,5,3,1,5,4,2,2,2,2
205.28,3,4,4,3,4,5,1,2,3,3,2,2,4
174.64,1,1,5,4,5,4,1,4,5,2,2,2,2
167.47,1,4,4,4,5,4,1,4,3,3,2,2,2
264.75,3,6,3,3,3,6,1,0,3,5,2,2,6
0.0,0,0,4,4,4,0,1,3,4,1,1,1,0
192.46,1,1,5,4,5,5,1,5,5,2,1,2,1
242.45,2,3,4,4,5,5,1,3,5,2,2,2,4
220.15,3,6,3,3,4,5,1,2,3,3,1,2,1
181.44,1,1,5,5,5,5,1,5,4,2,2,2,1
0.0,0,0,4,4,5,0,1,5,3,1,1,1,0
264.75,2,4,3,4,5,6,1,4,3,5,2,2,1
205.28,1,4,4,4,5,3,1,6,5,1,2,2,0
164.78,1,4,4,5,5,3,1,6,5,1,1,2,0
164.78,1,4,5,5,5,4,1,5,5,1,2,2,2
256.42,1,5,5,4,5,5,1,6,4,2,2,2,2
175.54,3,5,4,3,5,6,1,0,3,5,2,3,5
235.01,2,4,4,4,5,6,1,4,6,2,2,2,1
164.78,1,1,4,5,5,2,1,5,6,2,2,2,1
264.75,2,4,5,4,5,5,1,5,4,2,2,2,2
164.78,1,5,4,4,5,6,1,4,5,2,1,2,2
239.76,2,3,5,4,5,5,1,4,4,3,2,2,3
164.78,1,1,5,5,5,5,1,5,4,2,2,2,2
214.77,0,3,5,5,5,3,1,6,5,2,1,2,0
164.78,1,4,4,4,5,3,1,5,5,1,1,2,0
264.75,2,6,3,4,6,5,1,5,3,1,1,2,0
264.75,2,4,4,4,5,5,1,3,5,2,2,2,2
175.54,2,6,3,4,5,6,1,3,3,3,2,2,5
264.75,2,6,4,4,5,5,1,4,5,2,2,2,3
164.78,1,1,5,5,5,4,1,5,5,2,2,2,2
264.75,1,3,5,5,5,5,1,4,4,3,2,2,2
175.54,2,6,4,4,5,4,1,5,3,5,2,2,2
264.75,1,5,5,4,5,5,1,4,4,3,2,2,0
264.75,1,2,5,5,5,5,1,4,4,2,2,2,1
164.78,1,0,4,5,5,3,1,6,6,2,2,1,3
175.54,4,5,3,2,1,4,1,3,3,2,2,2,4
264.75,2,6,4,4,5,5,1,3,4,2,2,2,2
189.77,1,2,4,4,5,5,1,4,4,4,2,2,3
189.77,2,6,4,4,5,5,1,4,3,2,2,2,4
175.54,2,2,4,4,5,5,1,4,3,2,2,2,3
175.54,2,2,4,4,4,5,1,4,5,4,2,2,3
175.54,3,6,4,3,3,6,1,0,3,4,2,2,6
172.85,1,5,4,4,5,4,1,5,3,2,2,2,4
192.46,1,2,5,4,5,5,1,5,5,2,2,2,1
164.78,1,3,5,5,5,4,1,5,5,2,2,2,2
164.78,1,1,4,4,5,4,1,4,6,2,2,2,1
264.75,2,4,4,4,4,6,1,4,3,4,2,2,3
264.75,2,3,3,4,5,6,1,4,3,3,2,2,4
170.16,1,5,4,4,5,5,1,4,3,4,2,2,2
264.75,2,6,4,4,5,6,1,3,3,2,2,2,5
171.06,1,3,5,4,5,3,1,5,5,2,2,2,0
169.18,2,2,4,4,5,4,1,4,5,2,2,3,2
175.54,3,5,3,3,2,5,1,0,3,2,2,2,3
175.54,1,2,5,4,5,2,1,6,5,1,1,2,0
175.54,2,5,3,4,4,6,1,2,3,3,2,2,4
197.84,3,5,2,3,4,4,1,3,3,3,2,2,3
189.77,1,3,5,5,5,4,1,5,4,2,2,2,1
99.15,0,4,5,5,5,1,1,4,5,1,2,2,1
264.75,1,1,5,5,5,3,1,5,5,1,2,2,1
214.77,1,2,5,5,5,5,1,5,4,2,2,2,2
264.75,2,6,4,4,4,6,1,4,5,2,2,2,2
164.78,1,0,5,5,5,4,1,5,6,2,2,2,0
214.77,2,4,3,4,5,6,1,4,3,4,2,3,3
264.75,2,5,3,4,4,6,1,3,3,3,2,2,2
239.76,1,6,4,4,5,6,1,3,4,3,2,2,2
264.75,2,5,3,3,5,6,1,0,3,4,2,2,5
164.78,0,1,5,5,5,2,1,6,5,2,1,2,0
264.75,2,3,5,4,4,6,1,4,5,2,2,2,3
264.75,1,5,4,4,5,5,1,4,5,1,2,3,1
123.63,1,2,4,4,5,1,2,6,5,1,1,2,0
175.54,1,2,4,4,5,5,1,4,6,2,2,2,2
164.78,1,3,5,5,5,4,1,5,5,2,2,2,3
172.85,1,0,5,5,5,2,1,6,5,2,2,1,1
264.75,2,3,4,4,5,6,1,3,3,2,2,2,3
186.82,1,2,4,4,5,5,1,3,5,3,2,3,1
164.78,1,1,5,5,5,3,1,6,5,2,2,2,4
164.78,1,4,4,4,5,4,1,4,3,2,2,2,3
175.54,3,3,2,3,4,4,1,4,3,2,1,2,2
189.77,1,1,5,5,5,4,1,4,5,2,2,2,3
264.75,2,3,4,4,5,6,1,3,3,3,2,2,5
239.76,1,2,5,5,5,4,1,5,4,3,2,2,1
172.85,1,4,5,5,5,4,1,5,5,2,2,2,2
214.76,1,2,4,4,5,5,1,4,6,4,2,3,3
214.77,2,6,4,4,6,6,1,5,3,2,2,2,3
164.78,1,0,4,5,5,4,1,6,6,1,2,2,1
164.78,1,0,4,5,5,4,1,5,6,2,2,2,2
172.85,2,5,4,4,5,5,1,3,6,3,2,2,2
189.77,1,2,4,4,5,5,1,4,4,2,2,2,3
164.78,1,2,5,5,5,4,1,4,4,2,2,3,2
175.54,3,4,2,3,4,4,1,4,3,3,1,2,3
200.43,2,4,3,3,4,5,1,3,3,4,2,2,4
264.75,1,2,5,4,5,6,1,5,5,2,1,2,3
264.75,2,3,4,4,4,6,1,3,5,2,2,2,3
172.85,1,1,5,4,5,4,1,4,5,2,2,2,3
175.54,2,5,4,4,5,5,1,4,3,3,2,2,1
264.75,2,6,4,4,5,6,1,5,6,4,2,3,1
189.77,1,1,5,5,5,3,1,5,4,2,2,3,0
197.84,1,3,4,4,5,5,1,4,4,2,1,2,3
0.19,0,1,5,5,5,1,1,0,5,1,2,2,3
164.78,1,1,5,5,5,4,1,5,4,2,2,2,1
264.75,1,5,5,4,5,5,1,4,5,2,2,2,1
264.75,2,6,3,4,5,6,1,4,3,2,2,3,2
197.84,3,3,3,3,3,6,1,0,3,2,2,2,5
264.75,1,1,4,4,5,4,1,4,4,2,2,2,1
175.54,1,3,4,4,5,5,1,4,3,2,2,2,4
164.78,1,1,5,4,5,5,1,5,4,2,2,2,4
169.26,2,3,3,3,5,5,1,3,3,2,2,2,5
264.75,2,2,4,4,5,6,1,3,3,5,2,3,5
172.85,1,0,5,5,5,3,1,6,4,2,1,2,1
172.85,1,2,5,4,5,6,1,4,5,2,1,2,2
264.75,2,6,4,4,5,6,1,3,3,5,2,2,3
164.78,2,3,4,4,5,5,1,4,3,2,1,2,3
214.76,1,2,5,5,5,4,3,5,4,2,2,2,0
242.45,3,5,3,3,3,5,1,0,3,4,2,2,6
264.75,2,5,3,4,5,6,1,4,3,3,2,3,3
264.75,2,6,4,4,5,6,1,4,3,1,2,2,4
164.78,1,1,5,5,5,4,1,6,5,2,2,2,1
164.78,1,0,4,5,5,2,2,5,6,2,1,2,0
164.78,0,3,5,5,5,4,1,5,5,1,1,2,3
164.78,1,2,5,5,5,3,1,5,4,2,2,2,0
206.43,1,0,5,5,5,4,1,5,5,2,2,2,1
164.78,1,2,5,5,5,4,1,4,4,2,2,2,0
231.43,2,5,4,4,5,6,1,3,3,5,2,3,1
164.78,1,3,5,5,5,4,1,5,4,2,2,3,0
175.54,1,0,4,5,5,3,1,5,6,2,2,2,2
164.78,1,0,5,5,5,4,1,4,6,2,2,2,1
239.76,1,1,5,4,5,5,1,6,4,2,2,2,3
164.78,2,4,4,4,5,5,1,5,4,2,2,2,2
164.78,2,3,4,4,5,6,1,3,3,2,2,2,2
189.77,2,2,4,4,5,5,1,4,4,2,2,2,2
164.78,1,0,4,5,5,2,1,6,6,2,2,2,1
172.85,2,2,4,4,4,5,1,5,5,3,2,3,1
264.75,2,1,4,4,4,6,1,3,4,3,2,2,3
164.78,1,3,5,5,5,4,1,5,5,3,2,2,2
175.54,3,5,3,3,3,5,1,0,3,4,2,4,5
231.43,2,3,4,4,5,6,1,4,3,2,2,2,2
175.54,3,6,3,3,4,5,1,3,3,2,2,3,2
214.76,2,3,4,4,5,5,1,4,5,2,2,2,3
264.75,3,6,3,3,4,5,1,0,3,2,2,2,3
175.54,3,5,2,3,4,5,1,3,3,2,1,2,1
164.78,1,3,5,5,5,5,1,5,4,2,2,2,2
264.75,2,5,4,4,5,6,1,3,3,3,2,3,5
175.54,3,4,3,3,3,6,1,1,3,3,2,2,5
231.43,1,3,4,4,5,4,1,4,5,3,2,2,3
189.77,1,1,5,4,5,5,1,6,4,2,2,2,2
164.78,1,2,5,5,5,3,1,5,4,1,2,2,0
214.77,2,5,4,4,5,5,1,3,3,3,2,2,5
264.75,1,2,5,4,5,5,1,5,4,2,1,2,2
164.78,1,5,4,4,5,3,1,5,5,2,2,2,2
239.76,1,3,5,4,5,5,1,4,5,2,2,2,1
264.75,2,3,4,3,5,6,1,3,3,2,2,2,3
164.78,1,4,5,5,5,4,1,5,4,1,2,2,0
264.75,2,5,4,4,5,6,1,3,3,4,2,3,4
170.16,2,4,4,4,5,6,1,4,5,2,2,2,3
164.78,1,4,4,4,5,6,1,6,5,2,1,2,3
164.78,1,2,5,5,5,4,1,5,4,2,2,2,2
264.75,2,4,2,3,4,5,1,3,3,3,1,2,3
164.78,1,2,5,4,5,5,1,5,5,1,2,2,1
167.47,1,2,4,4,5,5,1,4,6,2,2,1,3
175.54,5,6,4,2,0,0,1,0,3,3,3,2,4
164.78,1,1,5,5,5,4,1,4,4,2,2,2,2
175.54,3,4,4,3,2,6,1,2,3,4,2,4,6
164.78,1,0,4,5,5,3,1,5,6,2,2,2,2
175.54,3,4,3,3,4,4,1,3,3,2,2,4,3
164.78,1,1,5,5,5,4,1,5,4,2,2,2,1
239.76,1,4,5,4,5,5,1,4,4,2,1,2,2
239.76,1,2,5,5,5,4,1,5,5,2,1,2,2
167.47,2,2,4,4,5,4,1,4,5,2,2,2,3
65.18,1,0,4,5,5,3,1,6,6,2,2,2,0
170.16,2,2,4,4,4,5,1,5,5,3,2,2,1
264.75,2,5,4,4,5,6,1,3,3,2,2,2,3
167.47,0,1,5,5,5,3,1,6,5,2,1,2,1
264.75,2,6,5,4,5,5,1,4,4,2,2,2,0
205.28,2,4,4,4,5,5,1,6,3,2,1,2,4
164.78,1,1,4,5,5,3,1,5,5,1,2,2,0
170.16,2,5,4,4,5,4,1,4,3,4,2,2,0
130.0,1,2,4,4,5,3,1,6,5,2,1,2,1
189.77,1,1,5,4,5,4,1,5,4,2,2,2,0
175.54,3,6,3,3,2,4,1,2,3,2,2,4,3
242.45,3,4,3,3,2,5,1,3,3,3,2,2,3
0.19,0,0,5,5,5,1,3,6,5,1,2,2,0
172.85,1,1,5,5,5,4,1,5,4,2,2,2,1
264.75,2,5,4,4,5,5,1,4,3,2,2,2,0
164.78,1,0,4,5,5,3,1,5,6,2,2,2,0
264.75,2,6,3,4,5,6,1,3,3,2,2,3,2
264.75,2,5,4,4,5,6,1,3,3,2,2,2,4
214.77,1,1,5,5,5,4,1,4,5,2,2,2,1
175.54,1,2,4,4,5,4,1,5,6,2,2,2,1
164.78,1,2,5,5,5,4,1,5,5,2,2,2,4
167.47,1,1,5,4,5,4,1,4,5,2,2,2,1
164.78,1,0,5,5,5,4,1,5,6,2,2,2,1
189.77,1,3,5,5,5,3,1,5,5,2,2,2,0
264.75,2,6,4,4,5,6,1,4,5,2,2,2,1
264.75,2,5,4,4,5,4,1,3,5,2,2,2,2
164.78,1,1,4,5,5,4,1,5,6,2,2,2,2
205.28,2,4,3,4,5,6,1,2,3,5,2,4,6
264.75,2,1,4,4,4,0,1,3,4,3,2,2,4
175.54,2,1,4,4,4,6,1,3,5,3,2,3,3
239.76,1,1,5,5,5,5,1,5,4,3,2,2,1
264.75,2,6,4,4,5,6,1,3,3,2,2,2,2
164.78,0,1,5,5,5,3,1,6,5,2,1,2,1
167.47,1,3,5,5,5,5,1,5,4,2,2,3,1
173.11,2,3,4,4,5,5,1,4,5,2,2,2,3
189.77,1,1,5,4,5,5,1,4,5,2,1,2,1
164.78,2,2,4,4,5,3,1,6,3,4,2,3,0
264.75,2,1,5,4,5,5,2,4,4,2,2,3,3
264.75,2,5,4,4,4,6,1,4,3,2,2,2,4
264.75,2,3,3,4,5,6,1,3,3,4,2,2,3
164.78,1,3,5,5,5,6,1,4,4,1,2,3,3
164.78,2,3,4,4,5,6,1,4,3,2,2,2,1
192.46,2,5,4,4,5,5,1,4,4,2,2,2,2
164.78,1,0,4,5,5,3,1,6,6,1,1,2,0
168.94,2,3,4,4,5,4,1,4,5,3,2,2,3
167.47,1,1,4,4,5,5,1,4,3,4,1,2,1
164.78,1,2,5,5,5,3,1,5,5,2,2,2,3
164.78,1,1,5,5,5,5,1,5,4,2,2,3,2
217.19,3,3,3,3,3,0,1,4,3,4,2,2,2
264.75,2,3,4,4,4,6,1,3,3,4,2,2,2
189.77,1,2,5,5,5,4,1,5,4,3,2,2,0
264.75,2,6,4,4,4,5,1,4,5,2,2,2,1
164.78,1,1,4,5,5,3,1,6,6,2,2,2,0
264.75,2,4,4,4,5,6,1,3,3,4,2,3,4
220.15,3,4,3,3,3,5,1,0,3,4,2,2,5
128.2,0,1,5,5,5,1,1,5,5,1,2,2,0
123.63,1,0,4,5,5,1,2,6,6,1,1,2,1
205.28,1,2,4,5,5,3,1,4,5,2,1,2,0
164.78,1,0,5,5,5,2,1,6,5,2,1,2,0
164.78,1,1,5,5,5,4,1,5,4,2,2,2,3
264.75,2,6,3,3,5,0,1,0,3,4,2,2,4
220.15,3,5,3,3,4,6,1,1,3,3,2,2,6
264.75,2,6,4,4,5,6,1,4,4,2,2,2,1
164.78,1,0,4,5,5,4,1,5,6,2,2,2,2
164.78,1,1,4,5,5,5,1,5,5,2,2,2,0
170.16,1,2,5,4,5,5,1,4,5,2,2,2,1
170.16,1,4,4,4,5,6,1,4,3,5,2,2,3
264.75,2,2,4,4,5,6,1,3,3,5,2,4,5
220.15,3,2,3,3,3,5,1,3,3,2,1,2,2
264.75,1,2,4,4,5,5,1,4,6,2,2,2,1
264.75,2,4,4,4,5,5,1,4,3,3,2,2,3
164.78,1,0,5,4,5,3,1,4,5,2,2,2,3
264.75,2,6,4,4,5,6,1,4,3,4,2,3,2
264.75,2,5,4,4,5,6,1,3,3,4,2,3,6
239.76,1,3,4,4,5,5,1,4,5,1,2,2,0
164.78,0,1,5,5,5,4,1,5,4,2,2,2,3
264.75,2,3,3,3,5,6,1,3,3,3,2,4,4
0.0,0,0,3,2,2,0,1,2,3,1,1,1,0
164.78,1,6,4,4,5,3,1,5,5,1,1,2,0
220.15,3,6,3,3,3,6,1,2,3,3,2,2,5
264.75,2,6,4,4,5,5,1,3,5,3,2,2,4
264.75,1,2,5,5,5,4,1,6,4,2,1,2,1
189.77,2,4,4,4,5,4,1,4,4,1,2,2,3
189.77,0,1,5,5,5,1,1,6,5,1,1,2,0
167.47,1,1,5,5,5,2,1,4,4,1,2,2,1
264.75,2,3,4,3,5,6,1,2,5,3,2,2,4
172.85,2,1,4,4,4,5,1,4,5,3,2,2,3
264.75,2,4,4,4,5,6,1,3,3,2,2,2,4
264.75,3,6,3,3,4,6,1,2,3,3,2,2,5
171.06,1,3,5,4,5,5,1,5,5,2,2,2,0
175.54,2,6,3,4,4,6,1,3,3,3,2,2,2
172.23,3,6,4,3,3,6,1,0,3,4,2,2,5
164.78,1,3,4,4,5,5,1,4,5,2,2,2,4
264.75,2,2,4,4,4,5,1,4,5,2,2,2,2
181.44,1,2,4,4,5,5,1,5,3,2,1,2,1
174.64,1,4,5,5,5,4,1,5,5,1,2,2,1
264.75,2,3,4,4,5,5,1,5,5,2,1,2,2
164.78,1,1,5,5,5,4,1,5,4,3,2,2,2
189.77,1,2,4,4,5,4,1,4,3,2,2,2,3
164.78,2,2,3,3,5,6,1,3,3,4,2,2,5
264.75,3,6,3,3,4,5,1,4,3,2,1,2,3
242.45,3,4,4,3,4,6,1,0,3,2,2,2,3
164.78,1,2,4,4,5,3,1,3,5,2,1,2,2
175.54,1,4,4,4,5,6,1,1,4,3,2,2,1
164.78,1,1,5,5,5,2,1,5,5,1,2,2,0
264.75,2,2,4,4,5,6,1,2,3,3,2,3,5
164.78,1,2,4,5,5,5,1,4,6,2,2,2,1
172.85,1,2,5,5,5,5,1,5,5,2,2,2,1
164.78,0,0,5,5,5,4,1,5,5,2,2,2,0
214.77,1,5,5,5,5,3,1,5,5,1,2,3,0
264.75,3,5,3,3,2,5,1,0,3,3,2,2,4
174.64,2,2,4,4,5,4,1,4,3,2,2,2,2
175.54,3,5,3,3,4,6,1,3,3,4,2,2,5
175.54,2,6,3,3,5,6,1,3,3,2,2,2,4
164.78,1,2,5,4,5,5,1,5,5,2,1,2,1
264.75,1,2,5,4,5,4,1,5,5,2,2,2,2
123.63,1,5,5,5,5,4,1,5,4,1,2,2,0
164.78,1,0,4,5,5,3,1,5,5,2,1,2,3
264.75,3,6,3,3,3,6,1,3,3,3,2,2,5
164.78,1,4,4,4,5,2,1,5,5,1,2,2,0
214.76,1,1,5,4,5,5,1,4,5,2,2,2,1
264.75,2,5,3,3,5,6,1,2,2,5,2,4,6
264.75,2,5,3,4,4,6,1,3,3,5,2,2,2
264.75,1,1,5,4,5,4,1,4,5,2,2,2,3
175.54,1,4,5,5,5,1,2,4,5,1,1,2,0
264.75,3,5,3,2,2,5,1,2,3,4,2,2,4
264.75,2,6,4,4,4,6,1,3,5,2,2,2,4
170.16,1,3,4,4,5,6,1,1,5,3,2,2,1
164.78,1,1,5,4,5,4,1,5,4,2,2,2,0
164.78,1,3,5,5,5,4,1,6,4,1,2,2,0
264.75,2,5,3,4,4,6,1,3,3,3,2,2,3
198.1,2,4,3,4,5,6,1,4,3,2,2,2,3
164.78,1,1,5,5,5,4,1,6,4,2,2,3,2
256.42,1,2,5,4,5,5,1,6,4,2,2,2,2
197.84,1,1,4,4,5,5,1,1,5,4,2,2,1
164.78,2,2,4,4,5,4,1,4,3,4,2,2,1
189.77,2,6,4,4,5,5,1,3,5,2,2,2,2
197.84,3,5,3,2,2,4,1,2,3,2,2,2,4
165.68,1,2,5,4,5,4,1,5,5,2,2,2,1
189.77,1,3,5,5,5,4,1,4,5,2,2,2,2
198.1,2,5,3,4,5,6,1,3,3,3,2,2,3
172.85,1,0,4,5,5,3,1,5,6,2,1,2,1
264.75,2,5,4,4,5,5,1,4,4,3,2,2,4
198.1,1,5,4,4,5,5,1,4,6,2,2,3,3
175.54,2,1,5,4,5,6,1,5,4,2,2,2,3
264.75,2,4,3,4,5,6,1,4,3,3,2,3,2
164.78,2,4,4,4,5,5,1,3,3,3,2,2,3
175.54,3,4,3,3,3,0,1,4,3,4,2,2,2
164.78,1,1,5,5,5,3,1,5,4,2,2,2,3
220.15,1,3,4,4,5,5,1,4,3,2,2,2,3
164.78,2,5,5,4,4,6,1,4,4,2,2,3,1
0.0,0,0,3,3,4,0,1,3,3,1,1,1,0
264.75,2,6,4,4,5,6,1,5,3,3,2,2,1
264.75,2,4,3,4,5,6,1,4,3,2,2,3,1
239.76,2,4,4,4,5,6,1,3,3,3,2,2,4
164.78,1,2,5,4,5,5,1,4,4,2,2,3,1
164.78,1,2,5,5,5,4,1,5,5,2,2,3,0
175.54,3,5,3,3,4,6,1,3,3,2,1,2,3
220.15,3,5,3,3,2,6,1,0,3,3,2,2,5
164.78,2,3,4,4,5,5,1,4,3,4,2,2,3
164.78,1,3,5,5,5,4,1,5,5,2,2,2,3
264.75,1,1,4,5,5,4,1,5,5,1,1,2,1
264.75,2,5,4,4,5,6,1,3,3,4,2,3,3
175.54,3,6,2,3,4,6,1,3,3,3,1,2,4
171.95,1,5,4,4,5,3,1,3,5,2,2,2,1
249.88,2,6,3,4,4,6,1,4,3,2,1,2,2
82.13,1,0,5,5,5,1,6,6,5,1,1,2,0
164.78,2,5,5,4,5,5,1,5,4,2,2,3,1
181.44,1,2,5,5,5,4,1,6,4,2,2,2,1
172.85,0,1,5,5,5,2,1,6,5,1,2,2,1
249.88,2,3,4,4,5,5,1,4,3,2,2,2,5
264.75,2,5,4,4,5,6,1,4,3,3,2,2,1
164.78,1,1,5,5,5,4,1,5,4,3,2,2,0
175.54,1,2,5,4,5,4,1,5,5,2,2,2,2
239.76,1,6,4,4,5,5,1,6,3,1,1,1,3
164.78,2,5,4,4,5,4,1,4,5,2,2,2,3
166.57,2,5,4,4,5,4,1,4,3,3,2,2,1
164.78,2,5,5,4,5,6,1,4,5,2,1,2,3
164.78,1,3,5,4,5,5,1,5,4,2,2,3,2
164.78,1,0,4,5,5,2,1,5,6,2,2,2,0
175.54,3,5,3,3,2,5,1,2,3,3,2,2,4
175.54,2,6,3,4,5,6,1,5,3,5,2,3,3
264.75,1,1,4,4,5,5,1,3,4,2,2,2,2
239.76,2,6,4,4,6,5,1,4,3,5,2,3,2
264.75,2,4,4,4,5,5,1,4,6,2,2,2,2
169.53,1,2,4,4,5,4,1,4,3,2,2,2,1
264.75,2,6,3,4,4,6,1,2,3,3,2,2,4
264.75,2,5,4,4,4,5,1,4,6,3,2,2,1
167.47,1,4,5,4,5,6,1,5,4,2,1,2,1
264.75,1,2,4,4,5,4,1,5,5,2,2,2,3
264.75,3,6,3,3,4,6,1,2,3,3,2,2,4
175.54,4,5,4,2,1,0,1,0,3,3,2,2,5
264.75,3,6,3,3,3,6,1,2,3,4,2,2,6
164.78,1,1,5,4,5,4,1,4,5,2,2,2,1
175.54,1,2,5,5,5,5,1,6,4,2,1,2,2
264.75,2,6,3,3,4,6,1,3,3,3,2,2,4
164.78,1,2,5,5,5,3,1,4,5,2,1,2,3
264.75,2,3,4,4,5,6,1,4,5,2,2,2,3
82.48,0,1,5,5,5,2,1,4,5,1,2,2,0
164.78,1,4,5,5,5,4,1,6,5,2,2,2,2
167.47,1,3,5,5,5,4,1,5,4,2,2,3,2
170.16,1,5,4,4,5,5,1,6,3,3,1,2,0
164.78,1,5,5,4,5,4,1,6,5,2,1,2,3
264.75,2,6,4,4,5,6,1,3,3,6,2,4,5
166.57,2,2,4,4,5,6,1,4,3,5,2,2,2
264.75,1,6,4,4,5,6,1,3,5,2,1,2,1
264.75,2,6,4,4,5,5,1,4,3,3,2,2,2
264.75,2,6,4,4,5,6,1,3,3,3,2,2,1
264.75,2,3,4,4,5,5,1,4,3,2,2,2,3
214.77,1,2,5,5,5,4,1,4,5,2,2,2,4
164.78,1,4,5,5,5,4,1,5,5,2,2,2,3
159.02,3,6,4,3,4,3,1,3,6,2,2,2,3
220.15,1,5,4,4,5,6,1,3,3,2,2,2,4
164.78,1,0,4,5,5,2,1,6,6,2,1,2,1
239.76,1,1,5,5,5,4,1,5,5,3,2,2,3
214.77,2,3,4,4,5,5,1,4,5,3,2,2,2
264.75,1,4,4,4,5,0,1,4,3,2,2,2,2
164.78,1,2,5,5,5,3,1,6,4,2,2,2,1
171.95,1,1,5,4,5,5,1,4,4,2,2,2,3
175.54,1,3,5,5,5,4,1,4,4,2,2,2,1
164.78,1,2,5,5,5,3,1,5,5,2,2,3,0
175.54,1,3,4,4,5,4,1,5,6,1,2,2,3
205.28,1,2,4,4,5,5,1,4,5,2,2,2,2
175.54,2,1,4,4,5,5,1,5,6,2,2,2,0
220.15,2,6,3,4,5,6,1,4,3,2,2,3,2
172.85,1,3,5,5,5,2,2,6,5,2,1,2,2
172.85,1,4,4,4,5,4,1,5,5,2,1,2,1
170.16,1,1,5,5,5,4,1,4,4,2,2,2,1
231.43,1,3,5,5,5,4,1,4,4,1,1,2,2
264.75,3,5,3,3,3,5,1,0,3,2,2,2,6
239.76,2,1,5,4,4,5,1,4,4,2,2,3,1
164.78,1,0,5,5,5,3,1,6,5,2,1,2,1
167.47,1,1,4,5,5,4,1,5,5,2,2,2,0
220.15,1,6,4,4,5,5,1,5,6,3,2,2,1
167.47,1,1,5,5,5,4,1,5,6,2,2,2,1
264.75,1,2,4,5,5,5,1,5,4,3,2,2,1
264.75,2,5,4,4,5,5,1,4,3,2,2,2,2
170.16,1,3,5,5,5,4,1,4,4,2,2,2,1
197.84,1,3,4,4,5,4,1,4,6,2,2,2,2
239.76,1,1,5,5,5,4,1,5,4,4,2,2,2
172.85,2,2,4,4,4,5,1,4,5,4,2,2,3
214.77,2,4,4,4,5,5,1,4,5,3,2,2,4
164.78,1,0,4,5,5,3,1,6,6,1,2,2,0
189.77,2,5,4,4,5,6,1,4,3,4,2,3,1
264.75,3,6,3,3,4,6,1,3,3,4,2,2,5
185.03,1,2,4,5,5,4,1,5,6,2,1,2,3
164.78,1,2,5,5,5,3,1,6,5,2,2,2,1
264.75,2,6,4,4,5,6,1,3,3,4,3,3,5
164.78,1,1,4,4,5,4,1,3,5,2,1,2,1
164.78,1,1,5,5,5,4,1,6,5,2,2,2,0
214.76,1,0,4,5,5,3,1,5,5,2,2,2,2
189.77,1,1,4,4,5,4,1,5,4,2,2,2,0
191.96,3,5,3,3,4,0,1,3,3,4,2,3,3
164.78,1,2,4,4,5,1,2,6,5,1,1,2,0
166.57,2,5,4,4,5,5,1,4,3,3,2,2,2
249.88,2,4,4,4,5,6,1,4,3,3,2,2,4
175.54,1,2,5,4,5,5,1,5,5,2,2,2,2
164.78,1,1,4,5,5,4,1,5,6,1,1,2,1
214.77,2,2,4,4,5,4,1,3,5,2,1,2,0
264.75,2,5,4,4,5,5,1,3,3,2,2,2,3
164.78,1,2,5,5,5,4,1,5,4,2,2,2,1
197.84,2,4,4,4,5,5,1,4,3,4,2,2,3
164.78,1,1,5,5,5,2,1,5,5,1,1,2,0
164.78,1,0,4,5,5,1,5,6,6,2,1,2,0
264.75,3,4,3,3,4,5,1,3,3,3,2,2,3
55.05,1,1,5,5,5,1,1,6,5,2,2,2,0
164.78,1,0,5,5,5,3,1,5,4,2,2,2,2
0.19,0,0,5,5,5,0,1,0,5,1,1,2,0
197.84,1,1,4,4,5,4,1,5,6,2,2,2,0
264.75,2,5,3,3,5,6,1,3,3,3,2,4,4
239.76,2,6,4,4,5,6,1,3,3,2,2,2,2
264.75,2,2,4,4,5,6,1,3,3,4,2,3,3
192.46,2,4,4,4,5,6,1,4,3,2,2,2,3
164.78,1,1,4,5,5,4,1,5,6,2,2,2,2
264.75,2,3,3,3,5,6,1,2,3,5,2,4,6
205.28,3,6,4,3,4,6,1,1,3,3,2,2,4
264.75,1,5,5,4,5,5,1,5,4,2,2,2,1
231.43,1,2,4,4,5,4,1,6,5,1,2,3,0
170.16,2,3,4,4,5,5,1,4,3,4,2,3,2
264.75,2,5,3,4,4,6,1,3,3,5,2,3,3
