CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_jnb7,NDVI_qt7,NL_std6,POP_qt7,GDP_qt7,DTW_std6,DTG_std7,DTH_std6,DTC_qt7
264.75,4,6,3,3,3,6,1,1,1,2,4,4,1
44.03,6,0,3,2,1,0,1,0,0,1,2,2,5
264.75,5,6,3,2,2,4,1,0,1,2,4,4,4
264.75,3,6,4,4,4,6,1,3,4,2,2,4,1
264.75,4,6,4,3,4,5,1,2,2,2,2,2,0
175.54,5,6,4,2,1,0,1,1,2,2,4,3,6
175.54,6,1,3,1,1,0,1,3,1,2,2,2,6
264.75,4,5,4,3,3,6,1,1,2,2,3,4,3
125.97,6,5,4,1,1,0,1,2,3,2,2,2,5
264.75,3,4,4,4,4,4,1,3,2,2,2,4,1
264.75,2,6,4,4,5,5,2,4,3,3,2,4,0
248.09,3,4,4,4,4,5,1,3,4,2,2,4,2
264.75,3,6,4,4,5,6,1,3,3,2,2,3,1
264.75,4,3,3,3,3,6,1,1,2,3,2,5,5
125.97,4,4,4,2,2,1,1,0,3,3,2,4,6
264.75,3,5,3,3,4,6,1,3,2,2,4,4,4
264.75,3,5,4,4,5,6,1,3,2,2,4,4,5
220.15,5,4,4,2,2,6,1,1,2,3,2,3,4
175.54,4,2,4,2,1,0,1,0,3,5,2,4,5
125.97,6,3,4,1,0,0,1,1,3,2,2,4,6
264.75,5,5,3,2,1,5,1,0,0,2,3,3,5
264.75,4,6,3,2,2,6,1,2,3,2,3,4,4
264.75,4,6,4,3,3,6,1,1,2,2,3,5,6
175.54,6,3,4,2,1,4,1,1,2,3,2,3,5
242.45,5,2,4,2,1,2,1,1,2,2,3,3,5
175.54,6,5,4,2,1,1,1,0,2,3,2,5,5
220.15,4,4,4,3,3,4,1,2,5,3,2,3,3
175.54,6,3,4,2,2,2,1,1,3,3,2,4,5
264.75,3,5,4,3,4,6,1,3,2,2,2,4,1
175.54,6,4,4,2,1,0,1,1,1,2,4,4,4
264.75,6,2,3,2,1,0,1,1,0,2,2,3,4
264.75,3,5,4,4,5,2,1,4,2,2,4,3,6
264.75,4,3,4,3,3,4,1,3,2,2,2,2,5
175.54,3,6,4,4,4,6,1,2,2,2,2,4,4
264.75,5,5,3,2,3,4,1,2,0,2,3,3,5
175.54,4,1,4,2,2,2,1,0,3,3,2,3,6
175.54,6,2,4,2,1,0,1,0,2,2,2,4,4
264.75,5,4,3,2,2,4,1,1,2,2,3,2,3
164.78,5,0,3,3,3,1,1,3,1,2,2,2,0
175.54,6,0,3,2,1,0,1,0,0,2,3,3,6
175.54,6,2,3,2,1,1,1,2,0,2,3,3,6
175.54,4,5,4,3,2,4,1,1,2,4,3,6,3
175.54,5,5,3,2,2,2,1,2,0,2,2,2,2
264.75,3,4,4,4,5,4,1,4,2,3,1,2,3
125.97,6,4,4,2,1,0,1,0,3,3,2,4,6
175.54,5,2,3,2,2,0,1,1,0,2,2,3,6
264.75,3,6,4,4,4,6,1,3,3,2,2,4,2
175.54,5,3,4,3,3,6,1,2,2,2,3,2,5
175.54,5,5,4,3,2,3,1,2,3,2,3,4,4
175.54,5,2,3,2,2,1,1,2,0,3,2,2,3
125.97,6,3,4,2,1,0,1,1,1,2,3,5,5
164.78,3,4,4,3,4,6,1,4,2,2,2,3,4
175.54,6,4,4,2,1,0,1,0,3,2,3,4,6
175.54,6,1,4,2,1,0,1,0,1,2,4,3,4
264.75,3,6,4,3,5,6,1,3,3,3,2,3,0
175.54,6,3,3,2,2,0,1,1,1,3,2,2,3
125.97,6,4,4,1,0,0,1,0,2,2,2,2,5
175.54,5,4,4,2,3,3,1,2,3,2,3,4,5
175.54,5,6,4,2,1,3,1,1,3,2,2,3,5
175.54,6,5,3,2,1,1,1,2,0,2,3,3,6
264.75,5,1,3,2,1,1,1,2,0,1,3,3,3
175.54,4,3,3,3,4,2,1,3,1,2,2,4,5
205.28,4,6,4,2,3,4,1,3,3,3,2,4,4
175.54,4,1,3,3,4,1,1,3,0,2,2,2,6
264.75,5,6,4,2,2,3,1,2,2,3,2,2,3
150.76,6,5,4,2,1,4,1,2,2,2,2,3,6
175.54,6,3,4,2,1,1,1,3,2,2,1,2,3
264.75,5,2,4,3,2,5,1,2,2,4,2,3,5
175.54,6,2,3,2,1,2,1,1,1,2,2,5,5
175.54,5,4,4,2,1,5,1,1,3,3,2,4,2
175.54,5,1,3,2,2,1,1,1,0,2,2,2,4
264.75,5,3,4,2,1,3,1,4,2,2,2,2,4
264.75,4,6,3,3,4,6,1,1,1,2,3,4,2
264.75,4,5,3,3,4,6,1,2,2,2,2,4,1
175.54,6,5,4,0,0,0,1,0,3,4,2,4,5
175.54,4,6,4,3,3,1,1,2,4,3,3,4,4
175.54,4,6,4,3,3,5,1,1,2,2,2,4,5
242.45,3,6,4,3,4,5,1,4,3,2,3,4,5
223.1,2,4,4,4,5,6,1,4,3,2,2,3,5
164.78,2,4,4,4,5,4,1,4,3,2,2,3,2
197.84,5,2,3,2,2,1,1,2,0,2,2,2,2
175.54,4,2,4,2,2,5,1,1,2,3,4,1,4
175.54,5,5,4,2,1,0,1,1,2,2,2,3,5
264.75,4,4,3,3,3,6,1,3,1,2,3,5,5
220.15,3,5,4,4,6,1,3,5,3,2,1,2,0
125.97,6,1,3,2,1,0,1,1,1,2,2,4,6
175.54,5,5,4,2,2,1,1,3,4,2,2,4,4
175.54,3,6,4,4,5,5,1,4,3,3,2,4,2
175.54,6,6,4,2,1,1,1,2,3,2,3,5,6
175.54,6,4,3,2,1,0,1,1,1,2,2,3,6
264.75,5,6,3,2,2,3,1,2,0,2,3,3,6
264.75,3,3,4,3,3,6,1,2,2,2,2,3,5
264.75,4,4,4,2,2,5,1,1,3,2,3,5,4
264.75,5,4,3,2,2,4,1,2,2,2,2,3,0
175.54,6,4,4,2,1,0,1,1,2,2,4,3,6
220.15,3,6,4,4,5,4,1,3,2,2,3,5,6
264.75,6,3,3,2,1,5,1,1,2,2,2,2,5
175.54,6,0,3,2,1,0,1,1,0,2,2,2,4
175.54,5,6,4,2,2,4,1,1,3,2,2,4,5
264.75,6,3,4,2,1,1,1,1,3,3,2,4,5
182.97,5,6,4,2,2,5,1,1,3,2,3,5,5
264.75,3,3,4,4,4,6,1,2,2,2,2,4,6
264.75,5,2,3,2,2,5,1,1,2,2,4,4,6
175.54,5,1,4,2,2,1,1,1,2,2,3,3,5
220.15,5,5,4,2,1,2,1,0,1,2,4,4,4
175.54,6,6,3,2,1,0,1,1,0,1,2,3,5
264.75,3,6,4,3,4,6,1,2,2,2,3,4,3
264.75,5,1,3,2,2,2,1,1,0,3,2,4,6
175.54,5,6,4,2,1,1,1,3,3,3,3,5,5
264.75,3,4,5,4,4,6,1,2,5,3,2,3,4
175.54,5,3,4,2,2,3,1,2,2,2,2,3,5
264.75,3,5,4,3,4,6,1,2,3,2,2,4,3
197.84,3,6,4,3,4,6,1,2,2,2,2,4,5
242.45,5,6,4,3,2,6,1,2,2,2,2,4,6
164.78,2,2,4,4,5,5,1,5,4,2,2,4,1
125.97,6,4,3,2,1,3,1,1,1,2,2,4,5
0.19,6,5,4,1,0,0,1,1,3,3,2,4,6
264.75,3,6,4,3,4,6,1,3,2,2,2,4,2
175.54,6,0,3,2,1,0,1,0,0,2,3,3,6
125.97,6,1,4,1,0,0,1,1,3,2,2,4,6
175.54,6,5,4,2,1,1,1,2,3,2,2,3,5
264.75,4,3,4,3,3,0,1,1,2,3,3,4,4
175.54,6,6,4,2,1,1,1,1,3,2,2,3,4
264.75,5,5,3,2,3,5,1,1,0,3,2,4,6
264.75,4,4,4,3,4,5,1,2,2,2,2,2,3
220.15,4,3,3,3,3,5,1,1,1,3,2,4,6
175.54,6,3,3,2,2,1,1,0,0,2,2,4,6
264.75,4,6,4,3,3,6,1,2,2,3,2,3,4
125.97,6,2,4,2,1,1,1,1,3,2,2,4,3
242.45,5,5,3,2,2,4,1,1,0,2,3,6,6
264.75,3,6,4,3,3,6,1,3,4,2,3,4,1
175.54,6,1,3,2,1,0,1,1,0,1,3,2,6
264.75,4,6,3,2,4,6,1,1,3,2,3,5,6
242.45,5,3,3,2,1,2,1,1,1,2,3,2,4
175.54,6,3,3,2,1,0,1,1,0,2,2,5,4
264.75,5,5,4,3,3,6,1,2,3,3,3,5,6
175.54,4,1,3,3,4,0,1,4,2,3,1,2,1
264.75,5,6,4,2,2,4,1,1,3,2,2,3,5
175.54,6,1,3,2,2,0,1,0,1,2,2,3,6
264.75,5,5,4,3,2,6,1,1,0,2,3,5,5
220.15,5,6,4,3,2,6,1,3,3,2,3,5,2
159.02,6,5,3,2,1,0,1,2,0,2,3,3,5
175.54,6,2,3,2,1,2,1,2,0,2,3,3,6
175.54,6,4,4,2,1,0,1,0,3,3,2,4,5
175.54,6,3,3,2,1,1,1,1,0,3,2,2,2
175.54,6,5,3,1,0,0,1,1,2,2,2,3,4
125.97,6,2,3,2,1,1,1,0,0,2,2,4,6
242.45,3,6,4,4,4,6,1,3,4,2,2,4,3
175.54,3,6,4,4,5,1,1,3,2,1,2,4,6
197.84,5,1,3,2,3,1,1,1,0,3,2,3,6
264.75,3,6,4,3,4,4,1,3,2,3,1,2,4
264.75,5,1,3,2,1,2,1,1,0,2,2,2,5
175.54,6,2,3,2,1,0,1,1,0,2,2,2,4
175.54,6,5,4,2,1,0,1,3,2,2,2,4,5
264.75,5,3,3,3,3,5,1,1,0,2,3,5,6
175.54,6,6,4,2,1,1,1,1,3,2,2,4,6
175.54,6,0,3,2,1,0,1,0,0,2,3,2,6
175.54,6,6,4,2,0,0,1,2,3,2,2,3,5
264.75,3,5,4,4,4,6,1,3,4,2,2,3,2
264.75,4,5,4,2,2,6,1,2,3,2,2,4,5
175.54,5,6,4,3,2,4,1,1,3,3,2,4,5
175.54,5,5,4,2,2,6,1,1,2,2,2,3,6
264.75,3,6,4,3,5,5,1,2,1,2,3,5,5
175.54,6,4,4,2,0,0,1,0,1,2,4,3,4
125.97,6,5,4,1,0,0,1,3,3,2,2,3,4
264.75,3,3,4,3,4,6,1,1,2,2,2,4,5
125.97,6,3,4,1,0,0,1,1,2,2,3,5,3
264.75,4,6,4,3,3,6,1,2,3,2,2,3,5
175.54,6,3,3,2,1,2,1,3,1,2,3,5,6
264.75,3,4,4,3,3,6,1,3,3,3,2,4,6
264.75,4,3,3,2,2,6,1,2,1,2,3,4,6
125.97,6,5,4,1,0,0,1,1,3,3,2,5,6
175.54,5,3,3,2,2,1,1,1,1,2,2,3,6
175.54,4,5,4,3,3,5,1,1,2,3,2,3,3
239.76,3,2,4,3,5,3,1,4,2,2,4,3,1
264.75,3,3,3,3,5,6,1,2,1,3,3,5,1
175.54,4,6,4,2,2,1,1,2,3,2,3,5,5
264.75,4,5,3,3,3,6,1,2,2,2,2,3,3
175.54,6,4,3,2,2,1,1,2,0,2,2,2,4
125.97,6,5,4,1,1,0,1,0,2,2,2,4,6
264.75,5,6,3,2,2,2,1,2,0,2,2,3,4
264.75,4,5,3,3,2,3,1,2,0,2,2,2,0
175.54,6,3,3,2,1,0,1,1,1,2,3,2,6
175.54,5,6,4,2,1,2,1,3,3,2,2,3,3
175.54,3,5,4,4,4,6,1,4,2,2,3,5,4
175.54,5,6,3,2,2,0,1,1,0,2,2,2,4
175.54,3,5,3,3,5,0,1,4,1,2,3,2,4
197.84,5,3,3,2,2,6,1,1,1,3,2,4,6
175.54,5,3,3,2,2,4,1,2,0,2,2,2,5
264.75,3,6,3,3,5,6,1,2,2,2,4,2,5
150.76,6,6,3,2,1,2,1,2,1,2,2,5,5
242.45,4,1,4,3,2,6,1,1,2,3,2,3,4
264.75,4,5,4,3,3,6,1,2,2,3,2,2,4
94.52,6,6,4,0,0,0,1,0,3,3,3,4,5
175.54,5,0,3,2,2,1,1,1,0,2,3,2,6
175.54,6,6,4,2,0,0,1,2,3,2,2,3,5
264.75,4,5,4,3,3,5,1,2,3,2,2,4,4
264.75,5,2,4,2,2,2,1,1,2,3,3,4,4
264.75,3,5,4,3,4,6,1,3,2,2,2,2,3
264.75,4,3,4,3,2,5,1,1,2,4,2,3,5
175.54,5,5,4,2,1,0,1,0,2,3,3,4,5
239.76,3,5,4,4,5,4,1,4,2,2,2,2,0
264.75,4,5,3,2,2,6,1,1,2,2,4,3,6
264.75,3,4,4,3,4,5,1,3,3,3,2,4,6
175.54,6,1,3,2,1,0,1,1,0,1,2,2,5
242.45,5,3,4,2,1,2,1,0,3,1,2,4,6
264.75,3,4,4,3,4,6,1,2,3,2,3,4,3
159.02,6,3,3,2,1,1,1,1,2,3,2,2,4
197.84,4,3,4,3,3,5,1,3,4,2,2,4,3
175.54,6,5,4,2,1,0,1,1,2,2,4,4,6
175.54,5,1,3,2,3,1,1,0,1,2,2,3,6
264.75,3,6,3,3,3,6,1,1,1,2,2,4,6
264.75,4,6,4,2,3,6,1,3,3,2,3,4,2
175.54,2,6,4,4,5,3,1,4,2,2,2,3,2
190.41,3,6,4,3,4,6,1,2,4,2,2,3,2
175.54,6,6,4,2,1,3,1,1,3,2,3,5,2
264.75,4,4,4,3,3,5,1,3,2,2,2,3,4
175.54,4,4,3,3,3,6,1,1,0,3,3,4,6
264.75,4,6,4,3,4,6,1,3,3,3,3,5,4
175.54,5,4,3,3,3,1,1,1,0,2,3,3,6
264.75,4,4,3,3,3,6,1,2,2,2,4,3,6
264.75,5,3,3,3,3,6,1,2,2,2,4,2,6
175.54,5,2,4,2,1,4,1,1,2,3,2,3,4
264.75,5,5,3,2,2,5,1,1,1,2,3,5,6
175.54,6,5,4,2,1,2,1,3,2,2,2,2,4
264.75,3,6,4,4,4,6,1,4,3,2,2,5,3
264.75,5,5,3,2,2,6,1,1,0,2,2,3,4
264.75,3,3,4,3,3,6,1,2,3,3,3,5,5
175.54,4,2,3,3,4,1,1,2,1,3,2,4,6
264.75,3,5,4,3,4,6,1,1,2,2,2,3,2
220.15,5,5,4,2,3,5,1,2,3,2,3,5,5
175.54,6,2,3,2,2,3,1,1,2,3,3,2,4
264.75,5,3,3,2,1,4,1,0,0,2,3,3,5
0.19,6,6,4,1,0,0,1,0,3,2,3,5,5
175.54,4,3,4,2,2,4,1,2,3,2,2,2,1
264.75,3,5,4,3,3,6,1,2,2,2,2,4,6
175.54,6,0,3,2,1,0,1,0,0,2,3,2,5
175.54,3,4,4,3,5,4,1,3,2,2,1,2,2
264.75,4,3,4,3,3,5,1,2,2,3,2,2,6
264.75,3,3,4,3,3,6,1,2,2,3,3,4,3
264.75,3,6,3,3,4,6,1,2,1,2,3,5,3
125.97,6,4,4,2,1,0,1,1,3,2,3,5,3
220.15,5,5,3,2,2,5,1,2,1,2,3,5,6
197.84,5,6,3,2,2,2,1,1,1,2,2,4,6
264.75,4,5,4,3,3,6,1,1,2,2,3,3,4
264.75,3,6,4,3,4,5,1,3,3,3,2,4,5
175.54,5,2,4,2,2,2,1,2,2,4,3,3,5
175.54,6,4,3,2,2,1,1,2,0,2,2,2,5
175.54,5,4,4,2,1,4,1,2,2,2,3,4,3
175.54,6,5,3,2,2,1,1,1,0,3,2,2,2
175.54,6,4,4,2,1,1,1,1,2,2,3,5,5
264.75,3,6,4,3,4,6,1,2,3,2,2,4,2
264.75,3,4,4,3,4,6,1,3,2,2,4,3,2
264.75,3,6,4,3,4,6,1,2,2,2,3,3,3
264.75,5,2,4,2,2,2,1,2,2,2,3,2,2
175.54,6,6,4,0,0,0,1,0,3,3,2,4,6
197.84,4,4,4,3,3,5,1,2,5,3,2,3,5
175.54,6,4,4,2,1,1,1,0,3,2,3,5,2
175.54,6,2,3,2,1,0,1,3,2,2,2,4,2
197.84,4,5,4,3,3,3,1,1,2,2,2,2,5
264.75,3,6,4,4,5,5,1,4,3,3,2,4,4
264.75,3,6,4,3,3,6,1,1,2,2,2,3,6
264.75,4,5,4,3,2,6,1,1,2,2,2,4,4
175.54,6,6,4,1,0,0,1,0,3,2,3,5,4
264.75,5,5,3,2,1,4,1,2,2,2,4,4,5
264.75,3,4,4,3,4,6,1,2,2,3,2,2,4
227.04,5,5,3,2,1,5,1,0,0,2,4,4,4
125.97,6,3,3,2,1,0,1,2,1,1,3,5,6
214.77,3,4,4,4,5,3,1,4,2,2,2,2,1
257.32,3,6,4,3,4,6,1,2,4,2,2,3,2
264.75,3,4,4,3,4,6,1,3,2,2,2,2,3
264.75,5,3,4,2,2,6,1,1,2,3,3,4,5
264.75,4,6,3,2,2,6,1,1,1,2,3,6,6
167.28,6,5,3,2,0,0,1,2,2,1,2,3,3
239.76,3,4,4,3,4,6,1,3,3,2,2,4,3
125.97,6,4,4,2,1,1,1,0,2,2,2,2,4
175.54,6,0,3,2,1,0,1,1,0,2,2,2,5
175.54,4,6,4,2,2,6,1,1,3,2,3,4,6
264.75,4,2,3,2,2,4,1,2,2,2,2,4,3
175.54,6,3,4,2,1,1,1,1,2,2,2,2,3
175.54,6,1,3,2,1,0,1,1,2,2,2,3,3
175.54,6,4,4,2,2,2,1,3,2,3,3,4,4
175.54,4,2,3,3,4,0,1,4,0,2,1,2,3
175.54,5,6,3,2,2,1,1,2,0,2,3,4,6
264.75,3,5,4,3,4,5,1,4,2,2,1,2,2
264.75,4,3,3,3,3,4,1,3,1,2,2,4,6
264.75,3,5,3,3,3,6,1,1,2,2,2,3,3
220.15,5,2,3,2,3,6,1,1,0,2,3,5,6
175.54,6,1,3,2,1,0,1,0,0,2,2,3,4
264.75,3,3,3,3,4,5,1,3,2,2,2,3,2
264.75,5,4,3,2,2,5,1,1,2,2,2,4,4
264.75,4,2,4,2,2,6,1,1,3,2,2,3,5
175.54,6,2,3,2,1,0,1,0,0,2,2,2,6
220.15,5,2,4,3,2,5,1,1,2,3,3,4,4
264.75,3,5,4,3,4,5,1,3,3,2,2,4,3
264.75,3,5,4,3,4,4,1,2,2,2,2,2,5
264.75,4,5,3,3,3,6,1,1,2,2,4,2,5
264.75,5,6,3,2,3,6,1,1,1,2,2,4,6
220.15,3,6,4,3,3,6,1,2,5,2,2,3,5
264.75,6,6,3,2,2,1,1,0,0,2,3,4,5
175.54,4,0,3,3,4,0,1,3,1,3,1,2,0
175.54,6,2,3,2,1,0,1,1,0,2,3,2,6
242.45,4,4,4,2,2,4,1,1,2,3,4,2,4
220.15,6,2,4,2,1,1,1,3,2,2,2,2,5
264.75,4,2,3,3,3,6,1,2,2,3,3,5,3
264.75,5,3,3,2,2,2,1,2,0,2,2,2,4
175.54,6,2,4,2,1,0,1,0,1,2,3,5,6
264.75,4,4,4,3,4,6,1,2,2,3,3,3,4
264.75,4,5,4,3,4,6,1,2,2,2,1,2,3
264.75,4,6,4,3,3,5,1,2,3,3,2,4,4
175.54,6,4,4,1,1,0,1,2,3,2,2,3,5
220.15,4,5,4,3,3,3,1,2,4,2,2,3,4
197.84,5,6,4,2,2,6,1,1,2,2,3,5,3
175.54,6,1,3,2,1,0,1,0,0,1,3,3,6
264.75,3,6,4,3,4,6,1,2,2,2,3,4,6
264.75,3,4,3,3,4,6,1,1,2,2,4,4,5
240.65,3,4,4,3,3,4,1,4,3,3,3,5,0
175.54,6,0,3,2,1,0,1,0,0,2,3,3,6
175.54,6,4,3,2,2,0,1,2,0,2,3,2,6
0.19,6,0,3,2,1,0,1,0,0,1,2,2,4
264.75,4,4,3,2,3,3,1,1,0,2,3,5,6
175.54,4,3,4,3,3,1,1,2,2,1,2,2,6
264.75,4,5,4,3,3,6,1,2,2,2,3,5,1
175.54,6,3,3,2,1,0,1,1,0,1,2,2,3
189.77,3,4,4,4,5,2,1,4,3,2,2,3,6
175.54,6,1,3,2,1,0,1,2,0,2,2,2,5
197.84,4,6,4,3,3,5,1,2,2,3,3,4,4
159.02,5,4,3,2,1,1,1,2,0,2,3,3,3
264.75,6,5,3,2,1,0,1,0,0,2,2,2,6
264.75,3,4,4,3,4,5,1,3,2,1,3,4,0
175.54,6,6,4,2,1,3,1,1,3,2,2,3,4
264.75,3,5,4,4,5,6,1,3,2,2,3,5,3
175.54,5,1,4,2,2,4,1,1,2,3,4,1,5
159.02,6,4,3,2,1,0,1,2,2,2,3,4,5
264.75,3,6,4,4,5,3,2,3,2,2,4,3,0
142.49,6,4,4,2,1,0,1,1,2,2,3,5,5
264.75,4,5,3,3,4,6,1,2,2,2,4,2,5
131.7,6,1,3,2,1,0,1,0,0,1,3,2,5
235.01,5,4,4,2,1,6,1,2,3,2,2,4,5
175.54,6,3,3,2,1,0,1,1,0,2,2,3,5
125.97,6,3,3,2,1,1,1,2,0,2,3,5,6
264.75,3,5,4,4,4,6,1,3,2,2,2,3,5
175.54,5,2,4,2,1,0,1,1,2,2,3,5,4
264.75,4,6,4,3,3,6,1,2,3,3,2,3,5
264.75,3,3,4,3,5,6,1,3,2,2,3,2,1
175.54,5,5,3,2,2,2,1,1,0,2,3,4,5
264.75,2,6,4,4,6,1,1,4,3,2,2,4,4
167.47,3,5,4,4,6,3,1,3,2,2,2,4,6
175.54,6,2,3,2,1,0,1,1,0,2,2,2,5
242.45,4,4,3,3,4,5,1,1,0,2,3,4,6
242.25,6,6,3,2,1,0,1,0,2,2,3,4,4
175.54,5,6,4,2,2,1,1,0,3,2,2,3,6
125.97,6,4,4,1,0,0,1,0,3,2,2,3,6
264.75,3,4,3,3,5,4,1,3,2,3,2,2,4
205.28,3,6,5,3,5,5,1,4,3,3,2,4,4
264.75,3,5,3,3,5,4,1,2,2,2,3,2,4
175.54,2,4,4,4,5,1,1,3,2,1,3,5,0
264.75,5,6,3,2,2,1,1,1,0,2,2,4,6
125.97,6,6,4,2,0,0,1,1,3,1,3,5,4
264.75,3,5,4,4,4,6,1,3,2,3,2,2,4
175.54,5,5,4,2,1,1,1,1,2,2,4,2,3
264.75,2,4,4,3,5,5,1,4,3,3,2,4,3
175.54,6,3,4,2,1,1,1,1,2,2,2,2,2
164.78,3,1,4,3,4,3,1,4,3,3,1,2,2
164.78,3,6,3,4,5,2,1,3,2,1,2,4,6
175.54,5,3,3,2,2,2,1,1,0,3,2,2,2
175.54,3,6,4,4,5,6,1,4,2,2,2,4,6
175.54,6,1,4,2,1,0,1,0,1,1,3,5,6
197.84,3,2,4,3,4,6,1,3,2,2,2,4,1
264.75,3,6,4,4,5,5,1,3,3,2,2,3,5
264.75,5,4,4,2,1,5,1,1,2,3,4,2,4
163.15,5,4,4,2,1,1,1,0,3,2,2,4,6
264.75,4,6,4,2,3,6,1,1,3,2,2,3,4
164.78,3,4,4,4,5,3,1,4,2,2,2,2,0
264.75,3,6,4,3,4,5,1,3,3,2,2,4,5
264.75,3,6,4,4,4,6,1,3,5,2,3,4,1
264.75,4,6,4,2,3,6,1,2,3,2,2,4,6
264.75,5,5,3,3,2,6,1,1,1,2,3,5,6
125.97,6,6,4,1,0,0,1,0,2,2,2,3,5
167.47,3,5,3,3,5,3,1,4,2,1,2,3,0
175.54,6,4,4,2,1,1,4,1,3,3,2,3,0
175.54,4,6,3,3,4,6,1,1,3,2,3,5,6
264.75,3,5,4,4,5,5,1,3,2,2,2,2,2
264.75,6,2,3,2,1,0,1,1,0,2,2,3,6
264.75,3,3,4,3,4,6,1,2,2,2,3,4,0
175.54,6,4,4,2,1,1,1,2,3,2,3,4,3
264.75,5,6,4,3,2,3,1,2,2,2,3,3,2
197.84,5,2,4,2,1,1,1,1,3,2,2,3,5
150.76,6,2,4,1,0,0,1,1,1,1,3,5,4
264.75,4,4,4,3,3,6,1,1,2,2,3,4,4
264.75,4,4,4,3,3,6,1,3,3,2,2,2,2
264.75,3,6,4,3,3,6,1,1,2,2,3,5,3
175.54,6,5,4,1,0,0,1,0,3,2,3,4,5
235.01,6,2,3,2,1,1,1,0,1,2,2,4,6
220.15,4,4,4,3,4,6,1,3,2,2,3,5,5
197.84,5,6,4,2,2,5,1,1,2,2,2,4,3
125.97,6,4,4,1,0,0,1,0,3,2,2,3,5
264.75,4,5,4,3,3,6,1,1,2,3,3,2,4
175.54,6,6,4,1,1,1,1,1,3,2,2,3,3
264.75,3,5,3,3,4,6,1,2,2,2,4,2,5
175.54,5,4,4,2,1,3,1,2,2,2,2,3,4
264.75,4,5,4,3,4,6,1,1,2,3,3,4,4
220.15,4,4,4,3,3,3,1,3,3,2,2,4,5
164.78,3,5,4,4,4,5,1,3,6,2,2,3,5
197.84,4,5,4,3,3,4,1,2,3,2,3,5,3
264.75,3,4,3,3,4,6,1,2,2,2,3,5,5
220.15,3,6,4,4,5,6,1,3,3,3,2,4,0
175.54,6,0,3,2,1,0,1,1,2,2,2,3,2
163.15,6,5,4,2,1,4,1,1,3,2,2,4,6
248.09,3,6,4,4,5,5,1,4,3,2,2,4,1
264.75,4,4,3,3,3,5,1,2,2,3,3,2,5
264.75,3,3,4,3,4,6,1,2,2,3,2,2,4
175.54,6,4,3,2,1,0,1,1,3,2,2,4,4
264.75,5,4,4,2,1,2,1,1,2,2,3,4,3
175.54,6,2,3,2,1,0,1,1,0,2,3,2,6
167.47,3,1,3,3,4,2,1,3,1,3,2,4,6
175.54,6,5,4,2,1,0,1,2,2,2,2,4,5
175.54,5,1,3,2,2,1,1,2,0,2,2,2,3
264.75,3,5,4,4,5,6,1,3,3,2,2,4,4
264.75,3,6,4,3,4,6,1,1,1,2,3,5,6
175.54,4,4,4,3,3,5,1,1,2,2,2,4,2
175.54,6,2,4,1,0,0,1,0,3,2,2,4,5
264.75,4,6,3,3,3,6,1,3,3,3,3,4,0
264.75,4,3,4,3,3,0,1,1,2,3,3,4,4
175.54,6,3,3,2,1,0,1,1,0,2,2,2,6
264.75,3,6,4,3,4,6,1,1,2,2,2,4,4
125.97,6,2,3,1,0,0,1,2,1,2,2,2,6
264.75,3,6,4,4,5,6,1,3,2,2,4,4,5
175.54,6,2,4,2,1,0,1,0,1,2,2,4,4
242.45,4,3,4,3,3,6,1,2,1,2,3,5,6
264.75,3,5,4,3,4,6,1,4,3,3,1,2,1
175.54,6,3,4,2,1,1,1,3,3,2,2,2,4
175.54,2,6,4,4,6,2,1,4,3,1,2,3,4
242.45,4,3,4,2,2,5,1,1,2,2,3,3,2
175.54,5,5,3,2,2,1,1,2,0,3,1,2,4
257.32,4,6,4,3,3,5,1,0,3,2,2,5,1
264.75,3,6,4,4,4,6,1,3,2,2,2,2,1
242.45,4,6,4,3,3,6,1,2,3,3,3,5,0
175.54,5,3,4,2,2,2,1,2,3,2,3,5,6
264.75,4,6,4,3,3,6,1,1,2,2,2,4,6
175.54,6,5,3,2,1,0,1,1,0,2,2,2,2
264.75,5,6,3,2,2,4,1,0,0,2,4,3,3
264.75,5,3,4,3,3,6,1,1,2,2,2,4,6
264.75,3,6,3,3,4,6,1,1,1,2,3,4,3
175.54,4,4,4,3,3,2,1,3,3,3,2,4,4
264.75,3,6,4,3,5,6,1,2,2,2,3,5,1
264.75,4,5,4,2,2,6,1,1,2,2,2,4,0
175.54,6,4,4,2,1,4,1,2,2,2,3,3,3
175.54,6,1,3,2,1,0,1,1,2,2,2,5,3
264.75,3,4,4,3,4,6,1,2,2,3,2,2,5
175.54,6,6,4,2,1,0,1,0,2,1,3,5,5
175.54,5,2,4,2,2,3,1,2,2,4,3,3,5
264.75,4,3,4,2,2,6,1,2,2,2,2,2,2
125.97,6,6,4,1,0,0,1,0,3,3,2,4,4
175.54,6,0,3,2,1,0,1,2,0,1,2,2,4
197.84,2,5,4,4,6,1,1,4,2,2,4,5,5
220.15,5,5,3,3,3,2,1,1,0,2,3,4,6
175.54,4,6,4,3,3,5,1,3,2,2,2,3,4
163.15,6,4,4,2,1,0,1,2,1,2,2,4,5
164.78,2,5,4,4,5,3,1,5,3,2,3,5,4
175.54,6,0,3,2,2,1,1,2,1,2,2,2,6
264.75,5,3,4,2,1,5,1,2,2,2,4,3,3
242.45,5,3,4,2,1,5,1,2,3,2,3,4,1
